agent_id,n_obs,pw_i_vi_coef,pw_i_vi_pval,pw_i_ci_hat_coef,pw_i_ci_hat_pval,pw_i_T_zi_coef,pw_i_T_zi_pval,pw_i_zr_coef,pw_i_zr_pval,pw_i_P_coef,pw_i_P_pval,pw_i_si_coef,pw_i_si_pval,pw_i_r_coef,pw_i_r_pval,pc_i_vi_coef,pc_i_vi_pval,pc_i_ci_hat_coef,pc_i_ci_hat_pval,pc_i_T_zi_coef,pc_i_T_zi_pval,pc_i_zr_coef,pc_i_zr_pval,pc_i_P_coef,pc_i_P_pval,pc_i_si_coef,pc_i_si_pval,pc_i_r_coef,pc_i_r_pval
37,240,0.08296800711697302,0.5174374223878815,-0.004872992387256164,0.8494634238931726,9.713288881972213e-18,0.42117304594757476,0.0,,-0.01042236545551252,0.9344905677192913,-0.026515651735113544,0.32348747622052565,-0.042570639180270785,0.22657774901579958,0.046990849724453124,0.029647284766792605,-0.009443089971981955,0.029190687297544694,7.70032143562549e-18,0.00017968775835442073,0.0,,-0.04407272539771355,0.03920613812567773,-0.03992712976057443,1.8100707974210553e-16,-0.011080470734265763,0.06126026367913836
38,240,0.005286502625805874,0.9378271927181611,-0.009031267819150332,0.7357186425428945,1.6768810529506548e-18,0.5532753705516732,3.916413890256805e-18,0.5090485399537819,0.0006799641291702699,0.9924301231122723,-0.03492800520378622,0.23388909674555883,0.03286873021965702,0.34311779006093124,0.009765006114900731,0.3374083505117915,-0.014892477621533354,0.00025530856213356034,2.292046245512007e-18,1.5674302332445776e-07,1.7279319951965879e-18,0.05301976443406203,-0.021745035068768126,0.04407906639709724,-0.040227337556820245,2.6783193116653053e-17,0.003228390164007039,0.5346531067623845
39,240,-0.025152561225137607,0.8023752716242093,-0.0022501295767955974,0.9306723264883441,-1.415574144846675e-17,0.4392929113125268,9.302454275030754e-19,0.7721923522146958,0.10483781531221087,0.34941367714292204,-0.0013233953777533614,0.9654410291139981,-0.09862188887916788,0.009067648463185758,0.006990822474813304,0.6337750553504597,-0.02057375178027424,1.2436543283203678e-07,-8.716566824723961e-18,0.0012466631765835506,-2.0145714274518654e-18,2.510043701355212e-05,-0.011605471822569026,0.47779242008636835,-0.07367399529267664,3.182037726552979e-41,0.010539281637502056,0.055272157161147493
40,240,-0.0457549278350226,0.5359611391258652,-0.00930291537086464,0.7137239180108521,1.2508437012873695e-17,0.6064201288502891,-1.9158443523418147e-17,0.652880166596793,0.03264591808176267,0.6923502277570139,0.016058928703102906,0.5250839640238115,-0.007740022265791765,0.8243702516621495,0.029518282584270535,0.009863669948513301,-0.0042244135464693505,0.2789407266699835,-8.85979358468158e-18,0.018235276313344984,1.0744412945370792e-17,0.1016689792801826,-0.027025971760266033,0.03389527765792804,-0.03749466315364717,8.027555226050071e-19,0.009336754675956982,0.0825073917458776
41,240,-0.05049281355393042,0.6052983237286942,0.020946356427568726,0.3979363275414729,3.050167082026508e-17,0.36438106690875127,-4.2800341908327475e-18,0.22150874291527312,0.11111440789668756,0.2821801131699841,0.004867932640691346,0.8733521760386681,-0.05542720244714388,0.1428143824663685,0.0003095546963100184,0.9844128012740748,-0.015292137477766763,0.0001767567755487602,5.541879440494225e-18,0.30976582116374174,2.82147297342471e-18,1.2267517872603417e-06,-0.031146253893423806,0.06376807180539276,-0.045341348873052606,2.6453441799832812e-17,0.00027364006407329475,0.9643460268110897
42,240,-0.02956077509793141,0.6324960237234338,0.065216663664691,0.009195880427013517,-1.0395815360790291e-17,0.13973367596035038,-6.015995828547178e-20,0.2322664351851519,0.054557903228212266,0.4098769347268696,0.01896339148248612,0.4767982225260724,-0.03362936824703093,0.3009350482661435,-0.014915214631484864,0.1485198721825225,-0.010807595340406203,0.009599336142256111,2.248364803793664e-18,0.05572054784464577,7.825822959649471e-20,7.475961816385353e-18,0.009608483875400763,0.3839124570878554,-0.05040303334460608,4.0608802591056156e-24,-0.0049359866568665705,0.36220971971181914
43,240,0.18657830425657274,0.0386177020624651,-0.013521918985748404,0.6159303150971294,2.9903588898636615e-18,0.2069576727852639,1.8397734104099115e-17,0.2831596796530464,-0.13806418560415093,0.15683673445370352,0.0017437201946623772,0.9530046397514973,-0.016182705053170956,0.6689738547864246,-0.019329551298117427,0.1119233445603732,-0.003769146072928762,0.3009169291358924,2.0177289597190223e-19,0.5278224886281204,-6.895474458220507e-19,0.765550628788676,0.004660710172930401,0.722877991924947,-0.019251714835812485,2.5459798123560773e-06,-0.003844267430726736,0.45218255984686195
44,240,0.028779619469320086,0.6774421028940815,-0.029398459522752655,0.26582777302561256,3.770597961411249e-17,0.02433762509094386,2.936929602451574e-18,0.7487432277653836,0.11105828598801547,0.14136012960243535,-0.03012011606991477,0.29027164944677514,-0.09094894501959917,0.007979238725810758,0.010421552571346051,0.3238893408507081,-0.009409801301943792,0.020114196105772076,1.3147181936447557e-17,4.781669491000414e-07,-7.550426498505356e-18,1.6025509615238745e-07,-0.0027607467007210833,0.8101785503291993,-0.03887850786397438,9.912114463101268e-17,-0.01473357647872697,0.004885513207254027
45,240,0.011928028507769764,0.910382856706646,0.025830654736238166,0.33576365855892276,-3.914254992479151e-19,0.9749940989776873,-1.1662573387754263e-18,0.5470313811703629,0.003384180434367584,0.9752617200965756,0.005962176893633313,0.83344295470555,-0.01611301970735831,0.6591040325155713,-0.031911982117333766,0.0344893705571054,-0.006498612642626071,0.08822259762095927,3.990791341325315e-18,0.02492907143689395,1.3866531042635297e-18,8.526932724296724e-07,0.036636787004008076,0.018554869288047553,-0.03214809452575383,5.450091663136058e-14,-0.006655097603465439,0.19933458950081445
46,240,0.0008594013157754727,0.9915190329236426,-0.04195777444267466,0.11709467156513725,6.240052652738375e-17,0.1834491264069526,-1.3488460245515098e-16,0.18539298639475318,0.05402211235301381,0.5301463136154728,-0.018073255963567632,0.504081634486971,-0.04635159688297809,0.19213914864902865,-0.005490510958141227,0.654421571506586,-0.011831538978411153,0.0037925010808337297,8.595722710958496e-18,0.22686384461028225,-1.7657248118165102e-17,0.25282116101087526,0.010425944179924238,0.42453216853322306,-0.0239654931432045,1.6491093698323586e-08,-0.014777021361952214,0.006437813585178015
