year,growth_rate
2,4.417329257361562
3,14.876801477520047
4,4.5364102138447775
5,-7.429194768815119
6,-4.604912377101287
7,-3.875991565941075
8,-4.281040807976689
9,7.363514210794116
10,8.397684483539976
11,-0.7623069963894812
12,6.895154998608366
13,0.5770577665701387
14,-1.8959661076345773
15,-5.550741291238153
16,-7.266703132444098
17,7.491066868576285
18,7.304821933423014
19,1.5494491000287423
20,1.7387696961808565
